    0.00000000E+0    4.02985075E+0
    4.02985075E+0    4.02985075E+0
    8.05970149E+0    4.02985075E+0
    1.20895522E+1    4.02985075E+0
    1.61194030E+1    4.02985075E+0
    2.01492537E+1    4.02985075E+0
    2.41791045E+1    4.02985075E+0
    2.82089552E+1    4.02985075E+0
    3.22388060E+1    4.02985075E+0
    3.62686567E+1    4.02985075E+0
    4.02985075E+1    4.02985075E+0
    4.43283582E+1    4.02985075E+0
    4.83582090E+1    4.02985075E+0
    5.23880597E+1    4.02985075E+0
    5.64179104E+1    4.02985075E+0
    6.04477612E+1    4.02985075E+0
    6.44776119E+1    4.02985075E+0
    6.85074627E+1    4.02985075E+0
    7.25373134E+1    4.02985075E+0
    7.65671642E+1    4.02985075E+0
    8.05970149E+1    4.02985075E+0
    8.46268657E+1    4.02985075E+0
    8.86567164E+1    4.02985075E+0
    9.26865672E+1    4.02985075E+0
    9.67164179E+1    4.02985075E+0
    1.00746269E+2    4.02985075E+0
    1.04776119E+2    4.02985075E+0
    1.08805970E+2    4.02985075E+0
    1.12835821E+2    4.02985075E+0
    1.16865672E+2    4.02985075E+0
    1.20895522E+2    4.02985075E+0
    1.24925373E+2    4.02985075E+0
    1.28955224E+2    4.02985075E+0
    1.32985075E+2    4.02985075E+0
    1.37014925E+2    4.02985075E+0
    1.41044776E+2    4.02985075E+0
    1.45074627E+2    4.02985075E+0
    1.49104478E+2    4.02985075E+0
    1.53134328E+2    4.02985075E+0
    1.57164179E+2    4.02985075E+0
    1.61194030E+2    4.02985075E+0
    1.65223881E+2    4.02985075E+0
    1.69253731E+2    4.02985075E+0
    1.73283582E+2    4.02985075E+0
    1.77313433E+2    4.02985075E+0
    1.81343284E+2    4.02985075E+0
    1.85373134E+2    4.02985075E+0
    1.89402985E+2    4.02985075E+0
    1.93432836E+2    4.02985075E+0
    1.97462687E+2    4.02985075E+0
    2.01492537E+2    4.02985075E+0
    2.05522388E+2    4.02985075E+0
    2.09552239E+2    4.02985075E+0
    2.13582090E+2    4.02985075E+0
    2.17611940E+2    4.02985075E+0
    2.21641791E+2    4.02985075E+0
    2.25671642E+2    4.02985075E+0
    2.29701493E+2    4.02985075E+0
    2.33731343E+2    4.02985075E+0
    2.37761194E+2    4.02985075E+0
    2.41791045E+2    4.02985075E+0
    2.45820896E+2    4.02985075E+0
    2.49850746E+2    4.02985075E+0
    2.53880597E+2    4.02985075E+0
    2.57910448E+2    4.02985075E+0
    2.61940299E+2    4.02985075E+0
    2.65970149E+2    4.02985075E+0
