   -6.22326160E-2    6.67450976E-4
   -6.15651650E-2    6.67450976E-4
   -6.08977140E-2    6.67450976E-4
   -6.02302631E-2    6.67450976E-4
   -5.95628121E-2    6.67450976E-4
   -5.88953611E-2    6.67450976E-4
   -5.82279101E-2    6.67450976E-4
   -5.75604592E-2    6.67450976E-4
   -5.68930082E-2    6.67450976E-4
   -5.62255572E-2    6.67450976E-4
   -5.55581062E-2    6.67846330E-4
   -5.48902599E-2    6.70038767E-4
   -5.42202211E-2    6.74297228E-4
   -5.35459239E-2    6.80812862E-4
   -5.28651111E-2    6.89812967E-4
   -5.21752981E-2    7.01570762E-4
   -5.14737273E-2    7.16417655E-4
   -5.07573097E-2    7.34758949E-4
   -5.00225507E-2    7.57094276E-4
   -4.92654564E-2    7.84044616E-4
   -4.84814118E-2    8.16388591E-4
   -4.76650232E-2    8.55111976E-4
   -4.68099113E-2    9.01476379E-4
   -4.59084349E-2    9.57116191E-4
   -4.49513187E-2    1.02417809E-3
   -4.39271406E-2    1.10552604E-3
   -4.28216146E-2    1.20504970E-3
   -4.16165649E-2    1.32814078E-3
   -4.02884241E-2    1.48245106E-3
   -3.88059730E-2    1.67908411E-3
   -3.71268889E-2    1.93136579E-3
   -3.51955231E-2    2.25211582E-3
   -3.29434073E-2    2.65396543E-3
   -3.02894419E-2    3.14427897E-3
   -2.71451629E-2    3.71286945E-3
   -2.34322935E-2    4.30806718E-3
   -1.91242263E-2    4.81647768E-3
   -1.43077486E-2    5.15824478E-3
   -9.14950381E-3    5.31848801E-3
   -3.83101580E-3    5.33960781E-3
    1.50859201E-3    5.33960781E-3
    6.84819981E-3    5.33913747E-3
    1.21873373E-2    5.25504869E-3
    1.74423860E-2    4.98088462E-3
    2.24232706E-2    4.48122373E-3
    2.69044943E-2    3.80086056E-3
    3.07053549E-2    3.11703264E-3
    3.38223875E-2    2.54298273E-3
    3.63653703E-2    2.09900064E-3
    3.84643709E-2    1.76744408E-3
    4.02318150E-2    1.52335161E-3
    4.17551666E-2    1.34237429E-3
    4.30975409E-2    1.20435721E-3
    4.43018981E-2    1.09662630E-3
    4.53985244E-2    1.01102688E-3
    4.64095513E-2    9.42087311E-4
    4.73516386E-2    8.86008696E-4
    4.82376473E-2    8.40077720E-4
    4.90777250E-2    8.02309679E-4
    4.98800347E-2    7.71223054E-4
    5.06512577E-2    7.45692464E-4
    5.13969502E-2    7.24849977E-4
    5.21218002E-2    7.08017219E-4
    5.28298174E-2    6.94657598E-4
    5.35244750E-2    6.84341982E-4
    5.42088170E-2    6.76723561E-4
    5.48855405E-2    6.71519073E-4
    5.55570596E-2    6.68494521E-4
    5.62255541E-2    6.67454073E-4
    5.68930082E-2    6.67450976E-4
    5.75604592E-2    6.67450976E-4
    5.82279101E-2    6.67450976E-4
    5.88953611E-2    6.67450976E-4
    5.95628121E-2    6.67450976E-4
    6.02302631E-2    6.67450976E-4
    6.08977140E-2    6.67450976E-4
    6.15651650E-2    6.67450976E-4
