    6.22326160E-2    1.84690026E-3
    6.40795163E-2    1.84690026E-3
    6.59264165E-2    1.84690026E-3
    6.77733168E-2    1.84690026E-3
    6.96202171E-2    1.84739930E-3
    7.14676164E-2    1.85006243E-3
    7.33176788E-2    1.85511308E-3
    7.51727919E-2    1.86266460E-3
    7.70354565E-2    1.87284543E-3
    7.89083019E-2    1.88580136E-3
    8.07941033E-2    1.90169808E-3
    8.26958013E-2    1.92072430E-3
    8.46165256E-2    1.94309515E-3
    8.65596208E-2    1.96905641E-3
    8.85286772E-2    1.99888928E-3
    9.05275665E-2    2.03291626E-3
    9.25604827E-2    2.07150801E-3
    9.46319907E-2    2.11509168E-3
    9.67470824E-2    2.16416099E-3
    9.89112434E-2    2.21928845E-3
    1.01130532E-1    2.28114035E-3
    1.03411672E-1    2.35049526E-3
    1.05762167E-1    2.42826695E-3
    1.08190434E-1    2.51553310E-3
    1.10705968E-1    2.61357141E-3
    1.13319539E-1    2.72390558E-3
    1.16043445E-1    2.84836423E-3
    1.18891809E-1    2.98915708E-3
    1.21880966E-1    3.14897478E-3
    1.25029941E-1    3.33112083E-3
    1.28361061E-1    3.53968822E-3
    1.31900750E-1    3.77979916E-3
    1.35680549E-1    4.05793515E-3
    1.39738484E-1    4.38239854E-3
    1.44120883E-1    4.76396981E-3
    1.48884852E-1    5.21686179E-3
    1.54101714E-1    5.76013541E-3
    1.59861850E-1    6.41983683E-3
    1.66281686E-1    7.22821129E-3
    1.73509898E-1    8.21808992E-3
    1.81727988E-1    9.42604644E-3
    1.91154034E-1    1.08897813E-2
    2.02043815E-1    1.26392559E-2
    2.14683071E-1    1.46775329E-2
    2.29360604E-1    1.69442681E-2
    2.46304872E-1    1.92557438E-2
    2.65560616E-1    2.12730352E-2
    2.86833651E-1    2.27656326E-2
    3.09599284E-1    2.36596707E-2
    3.33258955E-1    2.39974032E-2
    3.57256358E-1    2.40097034E-2
    3.81266061E-1    2.40097034E-2
    4.05275765E-1    2.40097034E-2
    4.29285468E-1    2.40097034E-2
    4.53295171E-1    2.40097034E-2
    4.77304875E-1    2.40097034E-2
    5.01314578E-1    2.40097034E-2
    5.25324282E-1    2.40097034E-2
    5.49333985E-1    2.40097034E-2
    5.73343689E-1    2.40097034E-2
    5.97353392E-1    2.40097034E-2
    6.21363095E-1    2.40097034E-2
    6.45372799E-1    2.40097034E-2
    6.69382502E-1    2.40097034E-2
    6.93392206E-1    2.40097034E-2
    7.17401909E-1    2.40097034E-2
    7.41411613E-1    2.40097034E-2
    7.65421316E-1    2.40097034E-2
    7.89431019E-1    2.40097034E-2
    8.13440723E-1    2.40097034E-2
    8.37450426E-1    2.40097034E-2
    8.61460130E-1    2.40097034E-2
    8.85469833E-1    2.40097034E-2
    9.09479537E-1    2.40097034E-2
